Date,Active Account,New Account
2023-03-27,20,2
2023-03-28,23,3
2023-03-29,18,2
2023-03-30,16,0
2023-03-31,15,1
2023-04-01,15,3
2023-04-02,18,3
2023-04-03,25,2
2023-04-04,19,2
2023-04-05,23,4
2023-04-06,14,0
2023-04-07,21,1
2023-04-08,21,3
2023-04-09,13,1
2023-04-10,23,3
2023-04-11,22,5
2023-04-12,28,7
2023-04-13,23,1
2023-04-14,24,3
2023-04-15,17,0
2023-04-16,15,3
2023-04-17,18,0
2023-04-18,25,3
2023-04-19,18,3
2023-04-20,26,3
2023-04-21,10,0
2023-04-22,12,4
2023-04-23,23,1
2023-04-24,18,0
2023-04-25,12,3
2023-04-26,10,0
2023-04-27,18,1
2023-04-28,23,3
2023-04-29,60,31
2023-04-30,59,31
2023-05-01,34,12
2023-05-02,33,6
2023-05-03,44,1
2023-05-04,44,3
2023-05-05,48,3
2023-05-06,44,2
2023-05-07,46,10
2023-05-08,69,15
2023-05-09,55,7
2023-05-10,60,2
2023-05-11,56,8
2023-05-12,46,2
2023-05-13,48,1
2023-05-14,55,11
2023-05-15,50,4
2023-05-16,60,10
2023-05-17,73,10
2023-05-18,66,14
2023-05-19,95,22
2023-05-20,91,5
2023-05-21,69,3
2023-05-22,64,1
2023-05-23,64,4
2023-05-24,60,2
2023-05-25,84,10
2023-05-26,107,18
2023-05-27,65,1
2023-05-28,48,3
2023-05-29,71,7
2023-05-30,114,8
2023-05-31,81,5
2023-06-01,66,2
2023-06-02,83,3
2023-06-03,107,16
2023-06-04,117,24
2023-06-05,120,15
2023-06-06,142,13
2023-06-07,108,5
2023-06-08,95,5
2023-06-09,109,2
2023-06-10,88,2
2023-06-11,93,2
2023-06-12,120,10
2023-06-13,116,9
2023-06-14,126,12
2023-06-15,115,12
2023-06-16,93,5
2023-06-17,99,6
2023-06-18,108,8
2023-06-19,109,5
2023-06-20,99,12
2023-06-21,113,15
2023-06-22,108,6
2023-06-23,103,6
2023-06-24,95,2
2023-06-25,100,5
2023-06-26,137,23
2023-06-27,122,14
2023-06-28,133,20
2023-06-29,145,13
2023-06-30,157,24
2023-07-01,116,1
2023-07-02,107,2
2023-07-03,128,21
2023-07-04,145,8
2023-07-05,116,6
2023-07-06,112,5
2023-07-07,119,0
2023-07-08,151,19
2023-07-09,129,4
2023-07-10,128,3
2023-07-11,118,3
2023-07-12,129,8
2023-07-13,141,3
2023-07-14,142,22
2023-07-15,143,4
2023-07-16,142,4
2023-07-17,136,5
2023-07-18,142,14
2023-07-19,140,7
2023-07-20,161,17
2023-07-21,145,6
2023-07-22,131,2
2023-07-23,118,0
2023-07-24,142,6
2023-07-25,166,10
2023-07-26,179,15
2023-07-27,181,27
2023-07-28,164,11
2023-07-29,177,18
2023-07-30,149,1
2023-07-31,180,9
2023-08-01,172,1
2023-08-02,189,12
2023-08-03,141,4
2023-08-04,151,3
2023-08-05,143,4
2023-08-06,154,3
2023-08-07,168,6
2023-08-08,149,1
2023-08-09,156,5
2023-08-10,146,1
2023-08-11,187,12
2023-08-12,186,16
2023-08-13,147,4
2023-08-14,201,12
2023-08-15,207,3
2023-08-16,188,4
2023-08-17,195,6
2023-08-18,184,7
2023-08-19,162,2
2023-08-20,196,6
2023-08-21,173,2
2023-08-22,177,2
2023-08-23,189,7
2023-08-24,172,3
2023-08-25,161,4
2023-08-26,176,0
2023-08-27,166,0
2023-08-28,182,1
2023-08-29,204,3
2023-08-30,194,2
2023-08-31,163,1
2023-09-01,238,11
2023-09-02,195,4
2023-09-03,176,2
2023-09-04,194,2
2023-09-05,194,2
2023-09-06,181,0
2023-09-07,196,15
2023-09-08,228,4
2023-09-09,209,9
2023-09-10,174,2
2023-09-11,262,67
2023-09-12,214,10
2023-09-13,179,1
2023-09-14,191,7
2023-09-15,194,3
2023-09-16,218,1
2023-09-17,214,6
2023-09-18,214,8
2023-09-19,201,13
2023-09-20,220,5
2023-09-21,204,8
2023-09-22,228,4
2023-09-23,185,3
2023-09-24,188,2
2023-09-25,239,6
2023-09-26,217,1
2023-09-27,223,11
2023-09-28,209,2
2023-09-29,228,6
2023-09-30,220,4
2023-10-01,243,6
2023-10-02,236,5
2023-10-03,237,3
2023-10-04,230,0
2023-10-05,248,8
2023-10-06,228,6
2023-10-07,250,11
2023-10-08,242,4
2023-10-09,263,3
2023-10-10,233,5
2023-10-11,261,19
2023-10-12,247,5
2023-10-13,241,3
2023-10-14,227,7
2023-10-15,235,3
2023-10-16,261,12
2023-10-17,243,10
2023-10-18,241,8
2023-10-19,271,12
2023-10-20,243,3
2023-10-21,260,3
2023-10-22,255,2
2023-10-23,242,2
2023-10-24,287,4
2023-10-25,274,3
2023-10-26,284,2
2023-10-27,261,1
2023-10-28,228,0
2023-10-29,243,2
2023-10-30,237,1
2023-10-31,259,3
2023-11-01,244,1
2023-11-02,247,2
2023-11-03,259,5
2023-11-04,232,4
2023-11-05,242,3
2023-11-06,256,7
2023-11-07,235,4
2023-11-08,248,0
2023-11-09,243,6
2023-11-10,246,8
2023-11-11,237,4
2023-11-12,282,18
2023-11-13,235,1
2023-11-14,242,5
2023-11-15,251,0
2023-11-16,246,3
2023-11-17,268,4
2023-11-18,261,0
2023-11-19,289,3
2023-11-20,301,13
2023-11-21,275,7
2023-11-22,225,1
2023-11-23,233,2
2023-11-24,267,6
2023-11-25,228,1
2023-11-26,233,1
2023-11-27,265,5
2023-11-28,243,4
2023-11-29,249,3
2023-11-30,268,12
2023-12-01,251,8
2023-12-02,279,12
2023-12-03,254,7
2023-12-04,262,3
2023-12-05,251,2
2023-12-06,235,6
2023-12-07,242,3
2023-12-08,276,11
2023-12-09,240,6
2023-12-10,271,8
2023-12-11,273,5
2023-12-12,269,10
2023-12-13,261,3
2023-12-14,271,5
2023-12-15,255,1
2023-12-16,249,5
2023-12-17,266,5
2023-12-18,251,2
2023-12-19,268,5
2023-12-20,262,17
2023-12-21,267,2
2023-12-22,245,4
2023-12-23,244,3
2023-12-24,316,8
2023-12-25,257,3
2023-12-26,263,8
2023-12-27,333,11
2023-12-28,266,7
2023-12-29,261,9
2023-12-30,270,8
2023-12-31,273,13
2024-01-01,244,5
2024-01-02,263,3
2024-01-03,248,2
2024-01-04,278,10
2024-01-05,298,7
2024-01-06,256,7
2024-01-07,257,1
2024-01-08,268,14
2024-01-09,255,5
2024-01-10,257,3
2024-01-11,292,5
2024-01-12,280,6
2024-01-13,259,8
2024-01-14,242,10
2024-01-15,248,4
2024-01-16,268,5
2024-01-17,241,9
2024-01-18,251,7
2024-01-19,240,4
2024-01-20,293,13
2024-01-21,265,10
2024-01-22,282,6
2024-01-23,239,9
2024-01-24,232,2
2024-01-25,291,8
2024-01-26,272,12
2024-01-27,232,5
2024-01-28,240,2
2024-01-29,250,7
2024-01-30,249,3
2024-01-31,247,4
2024-02-01,270,13
2024-02-02,250,5
2024-02-03,227,5
2024-02-04,262,9
2024-02-05,271,7
2024-02-06,250,8
2024-02-07,259,6
2024-02-08,223,5
2024-02-09,218,5
2024-02-10,209,2
2024-02-11,241,4
2024-02-12,220,3
2024-02-13,247,6
2024-02-14,273,5
2024-02-15,249,5
2024-02-16,246,10
2024-02-17,295,11
2024-02-18,284,3
2024-02-19,253,12
2024-02-20,264,19
2024-02-21,251,5
2024-02-22,281,15
2024-02-23,258,3
2024-02-24,235,8
2024-02-25,258,5
2024-02-26,261,6
2024-02-27,282,9
2024-02-28,256,13
2024-02-29,281,5
2024-03-01,273,14
2024-03-02,263,6
2024-03-03,261,10
2024-03-04,265,28
2024-03-05,248,80
2024-03-06,238,6
2024-03-07,264,14
2024-03-08,269,47
2024-03-09,252,9
2024-03-10,282,18
2024-03-11,280,18
2024-03-12,252,11
2024-03-13,257,10
2024-03-14,257,10
2024-03-15,233,6
2024-03-16,263,9
2024-03-17,332,29
2024-03-18,305,12
2024-03-19,276,7
2024-03-20,263,8
2024-03-21,243,5
2024-03-22,242,8
2024-03-23,256,6
2024-03-24,250,8
2024-03-25,295,8
2024-03-26,276,5
2024-03-27,286,6
2024-03-28,266,10
2024-03-29,251,3
2024-03-30,245,3
2024-03-31,317,3
2024-04-01,283,6
2024-04-02,259,1
2024-04-03,253,5
2024-04-04,272,3
2024-04-05,253,2
2024-04-06,256,4
2024-04-07,267,3
2024-04-08,256,1
2024-04-09,275,5
2024-04-10,295,10
2024-04-11,250,4
2024-04-12,255,5
2024-04-13,237,5
2024-04-14,265,10
2024-04-15,258,12
2024-04-16,243,6
2024-04-17,230,5
2024-04-18,231,12
2024-04-19,239,0
2024-04-20,239,2
2024-04-21,225,2
2024-04-22,234,5
2024-04-23,241,6
2024-04-24,228,2
2024-04-25,243,8
2024-04-26,232,2
2024-04-27,247,1
2024-04-28,238,0
2024-04-29,253,6
2024-04-30,254,3
2024-05-01,244,2
2024-05-02,251,5
2024-05-03,251,5
2024-05-04,315,18
2024-05-05,253,6
2024-05-06,276,10
2024-05-07,283,13
2024-05-08,252,1
2024-05-09,236,2
2024-05-10,263,0
2024-05-11,273,5
2024-05-12,257,6
2024-05-13,278,4
2024-05-14,246,7
2024-05-15,256,5
2024-05-16,268,11
2024-05-17,258,11
2024-05-18,251,0
2024-05-19,276,1
2024-05-20,265,1
2024-05-21,271,1
2024-05-22,259,1
2024-05-23,249,4
2024-05-24,263,1
2024-05-25,268,7
2024-05-26,254,8
2024-05-27,263,3
2024-05-28,282,7
2024-05-29,257,3
2024-05-30,235,1
2024-05-31,268,7
2024-06-01,246,1
2024-06-02,242,4
2024-06-03,251,4
2024-06-04,266,3
2024-06-05,269,6
2024-06-06,303,8
2024-06-07,268,5
2024-06-08,249,0
2024-06-09,267,7
2024-06-10,287,7
2024-06-11,281,4
2024-06-12,274,15
2024-06-13,321,37
2024-06-14,283,7
2024-06-15,267,5
2024-06-16,249,1
2024-06-17,260,4
2024-06-18,261,4
2024-06-19,246,1
2024-06-20,244,3
2024-06-21,243,2
2024-06-22,253,2
2024-06-23,241,3
2024-06-24,252,7
2024-06-25,254,3
2024-06-26,236,1
2024-06-27,250,4
2024-06-28,277,4
2024-06-29,251,7
2024-06-30,273,9
2024-07-01,282,4
2024-07-02,273,6
2024-07-03,241,1
2024-07-04,246,0
2024-07-05,270,4
2024-07-06,231,2
2024-07-07,239,1
2024-07-08,249,3
2024-07-09,250,7
2024-07-10,294,6
2024-07-11,274,7
2024-07-12,296,20
2024-07-13,272,4
2024-07-14,302,9
2024-07-15,297,9
2024-07-16,303,2
2024-07-17,268,2
2024-07-18,291,4
2024-07-19,300,3
2024-07-20,294,3
2024-07-21,277,4
2024-07-22,278,3
2024-07-23,280,1
2024-07-24,286,2
2024-07-25,279,1
2024-07-26,280,4
2024-07-27,275,2
2024-07-28,279,0
2024-07-29,299,3
2024-07-30,262,1
2024-07-31,284,4
2024-08-01,281,3
2024-08-02,285,6
2024-08-03,270,9
2024-08-04,262,5
2024-08-05,288,4
2024-08-06,277,4
2024-08-07,313,5
2024-08-08,285,3
2024-08-09,295,12
2024-08-10,289,2
2024-08-11,272,2
2024-08-12,274,1
2024-08-13,297,3
2024-08-14,302,1
2024-08-15,279,3
2024-08-16,263,0
2024-08-17,272,0
2024-08-18,269,3
2024-08-19,317,8
2024-08-20,295,9
2024-08-21,292,12
2024-08-22,287,1
2024-08-23,316,16
2024-08-24,284,2
2024-08-25,285,3
2024-08-26,324,10
2024-08-27,308,1
2024-08-28,308,9
2024-08-29,296,3
2024-08-30,293,4
2024-08-31,284,1
2024-09-01,315,3
2024-09-02,300,3
2024-09-03,312,1
2024-09-04,300,0
2024-09-05,286,5
2024-09-06,312,1
2024-09-07,290,2
2024-09-08,300,1
2024-09-09,324,5
2024-09-10,316,0
2024-09-11,320,7
2024-09-12,310,0
2024-09-13,301,5
2024-09-14,277,1
2024-09-15,261,2
2024-09-16,269,5
2024-09-17,275,1
2024-09-18,296,0
2024-09-19,302,2
2024-09-20,289,0
2024-09-21,275,3
2024-09-22,261,5
2024-09-23,291,6
2024-09-24,276,0
2024-09-25,282,2
2024-09-26,284,3
2024-09-27,303,5
2024-09-28,292,4
2024-09-29,272,0
2024-09-30,295,2
2024-10-01,274,2
2024-10-02,286,3
2024-10-03,275,4
2024-10-04,284,7
2024-10-05,279,0
2024-10-06,269,1
2024-10-07,282,3
2024-10-08,267,6
2024-10-09,282,3
2024-10-10,279,5
2024-10-11,291,8
2024-10-12,297,6
2024-10-13,259,0
2024-10-14,282,4
2024-10-15,279,3
2024-10-16,271,4
2024-10-17,276,0
2024-10-18,303,6
2024-10-19,281,3
2024-10-20,297,3
2024-10-21,278,4
2024-10-22,278,1
2024-10-23,290,3
2024-10-24,304,4
2024-10-25,299,2
2024-10-26,287,8
2024-10-27,269,1
2024-10-28,288,6
2024-10-29,299,2
2024-10-30,291,4
2024-10-31,291,3
2024-11-01,286,0
2024-11-02,277,3
2024-11-03,279,4
2024-11-04,289,2
2024-11-05,272,3
2024-11-06,313,13
2024-11-07,303,14
2024-11-08,266,2
2024-11-09,281,6
2024-11-10,293,4
2024-11-11,319,6
2024-11-12,324,4
2024-11-13,288,2
2024-11-14,288,3
2024-11-15,291,5
2024-11-16,294,3
2024-11-17,305,5
2024-11-18,299,6
2024-11-19,312,2
2024-11-20,289,4
2024-11-21,276,10
2024-11-22,265,2
2024-11-23,319,5
2024-11-24,305,7
2024-11-25,299,6
2024-11-26,271,4
2024-11-27,278,2
2024-11-28,295,5
2024-11-29,275,4
2024-11-30,296,4
2024-12-01,303,5
2024-12-02,318,11
2024-12-03,303,9
2024-12-04,322,5
2024-12-05,310,6
2024-12-06,294,7
2024-12-07,279,9
2024-12-08,298,5
2024-12-09,291,3
2024-12-10,289,2
2024-12-11,304,1
2024-12-12,325,12
2024-12-13,354,21
2024-12-14,358,16
2024-12-15,316,6
2024-12-16,288,9
2024-12-17,327,5
2024-12-18,307,12
2024-12-19,331,18
2024-12-20,334,17
2024-12-21,368,20
2024-12-22,382,23
2024-12-23,311,4
2024-12-24,467,30
2024-12-25,445,34
2024-12-26,440,20
2024-12-27,580,68
2024-12-28,458,33
2024-12-29,404,20
2024-12-30,471,31
2024-12-31,365,17
2025-01-01,380,11
2025-01-02,424,20
2025-01-03,377,9
2025-01-04,370,12
2025-01-05,326,3
2025-01-06,382,20
2025-01-07,334,8
2025-01-08,357,13
2025-01-09,356,16
2025-01-10,318,4
2025-01-11,315,5
2025-01-12,320,6
2025-01-13,391,30
2025-01-14,411,31
2025-01-15,416,16
2025-01-16,401,17
2025-01-17,382,6
2025-01-18,363,4
2025-01-19,353,5
2025-01-20,371,7
2025-01-21,373,4
2025-01-22,371,13
2025-01-23,355,11
2025-01-24,391,25
2025-01-25,384,5
2025-01-26,402,6
2025-01-27,383,15
2025-01-28,345,5
2025-01-29,343,2
2025-01-30,330,2
2025-01-31,376,4
2025-02-01,341,0
2025-02-02,391,5
2025-02-03,384,5
2025-02-04,401,14
2025-02-05,349,7
2025-02-06,388,6
2025-02-07,387,10
2025-02-08,363,7
2025-02-09,370,9
2025-02-10,373,13
2025-02-11,371,6
2025-02-12,388,3
2025-02-13,372,6
2025-02-14,372,9
2025-02-15,358,5
2025-02-16,369,11
2025-02-17,336,38
2025-02-18,351,15
2025-02-19,352,39
2025-02-20,361,22
2025-02-21,361,27
2025-02-22,376,7
2025-02-23,375,13
2025-02-24,374,37
2025-02-25,332,6
2025-02-26,366,12
2025-02-27,356,16
2025-02-28,374,29
2025-03-01,355,9
2025-03-02,345,4
2025-03-03,360,19
2025-03-04,369,57
2025-03-05,394,25
2025-03-06,353,17
2025-03-07,365,32
2025-03-08,383,19
2025-03-09,436,13
2025-03-10,425,27
2025-03-11,423,5
2025-03-12,366,9
2025-03-13,400,26
2025-03-14,414,11
2025-03-15,360,8
2025-03-16,372,10
2025-03-17,397,7
2025-03-18,395,17
2025-03-19,364,6
2025-03-20,394,17
2025-03-21,343,8
2025-03-22,383,12
2025-03-23,395,21
2025-03-24,394,8
2025-03-25,407,20
2025-03-26,382,9
2025-03-27,406,8
2025-03-28,359,2
2025-03-29,373,1
2025-03-30,356,4
2025-03-31,374,12
2025-04-01,451,30
2025-04-02,380,2
2025-04-03,355,3
2025-04-04,386,7
2025-04-05,344,0
2025-04-06,376,3
2025-04-07,386,11
2025-04-08,406,5
2025-04-09,373,3
2025-04-10,388,11
2025-04-11,360,1
2025-04-12,343,2
2025-04-13,365,12
2025-04-14,399,2
2025-04-15,385,3
2025-04-16,399,6
2025-04-17,344,1
2025-04-18,351,2
2025-04-19,355,10
2025-04-20,337,0
2025-04-21,345,4
2025-04-22,369,2
2025-04-23,390,7
2025-04-24,367,4
2025-04-25,422,7
2025-04-26,360,43
2025-04-27,339,11
2025-04-28,336,17
2025-04-29,301,27
2025-04-30,347,11
2025-05-01,283,13
2025-05-02,311,8
2025-05-03,573,46
2025-05-04,430,13
2025-05-05,426,16
2025-05-06,516,29
2025-05-07,370,14
2025-05-08,423,31
2025-05-09,397,14
2025-05-10,368,11
2025-05-11,339,3
2025-05-12,398,4
2025-05-13,317,3
2025-05-14,328,2
2025-05-15,315,0
2025-05-16,526,7
2025-05-17,325,1
2025-05-18,299,2
2025-05-19,313,2
2025-05-20,324,0
2025-05-21,284,1
2025-05-22,324,3
2025-05-23,287,3
2025-05-24,315,2
2025-05-25,342,7
2025-05-26,318,4
2025-05-27,322,2
2025-05-28,326,4
2025-05-29,319,2
2025-05-30,332,3
2025-05-31,297,0
2025-06-01,310,1
2025-06-02,321,5
2025-06-03,313,1
2025-06-04,304,2
2025-06-05,314,1
2025-06-06,308,1
2025-06-07,268,2
2025-06-08,278,0
2025-06-09,305,2
2025-06-10,299,1
2025-06-11,289,1
2025-06-12,277,2
2025-06-13,259,0
2025-06-14,296,0
2025-06-15,282,3
2025-06-16,314,2
2025-06-17,300,6
2025-06-18,294,1
2025-06-19,304,1
2025-06-20,310,0
2025-06-21,292,0
2025-06-22,293,1
2025-06-23,284,2
2025-06-24,274,2
2025-06-25,300,1
2025-06-26,300,2
2025-06-27,288,1
2025-06-28,299,5
2025-06-29,276,0
2025-06-30,281,0
2025-07-01,314,1
2025-07-02,280,0
2025-07-03,281,0
2025-07-04,276,1
2025-07-05,277,2
2025-07-06,264,0
2025-07-07,312,0
2025-07-08,271,1
2025-07-09,285,2
2025-07-10,297,5
2025-07-11,295,0
2025-07-12,308,1
2025-07-13,269,0
2025-07-14,290,1
2025-07-15,278,1
2025-07-16,336,2
2025-07-17,320,0
2025-07-18,277,1
2025-07-19,326,1
2025-07-20,278,1
2025-07-21,301,2
2025-07-22,259,2
2025-07-23,294,3
2025-07-24,297,1
2025-07-25,332,1
2025-07-26,289,0
2025-07-27,261,1
2025-07-28,279,0
2025-07-29,311,1
2025-07-30,290,2
2025-07-31,323,0
2025-08-01,347,1
2025-08-02,292,2
2025-08-03,285,0
2025-08-04,290,0
2025-08-05,287,3
2025-08-06,270,0
2025-08-07,247,0
2025-08-08,304,4
2025-08-09,294,1
2025-08-10,281,2
2025-08-11,293,4
2025-08-12,288,3
2025-08-13,303,2
2025-08-14,313,0
2025-08-15,276,0
2025-08-16,257,0
2025-08-17,293,2
2025-08-18,287,2
2025-08-19,285,1
2025-08-20,307,0
2025-08-21,320,3
2025-08-22,310,2
2025-08-23,285,3
2025-08-24,314,6
2025-08-25,312,0
2025-08-26,290,0
2025-08-27,324,1
2025-08-28,285,1
2025-08-29,273,0
2025-08-30,281,1
2025-08-31,269,0
2025-09-01,300,4
2025-09-02,280,0
2025-09-03,270,2
2025-09-04,267,0
2025-09-05,260,0
2025-09-06,274,2
2025-09-07,276,0
2025-09-08,279,1
2025-09-09,278,2
2025-09-10,292,2
2025-09-11,309,3
2025-09-12,272,0
2025-09-13,285,0
2025-09-14,275,0
2025-09-15,286,3
2025-09-16,273,2
2025-09-17,308,4
2025-09-18,277,1
2025-09-19,304,6
2025-09-20,282,2
2025-09-21,274,0
